year,net_worth,full_name,age,gender,country_of_citizenship,country_of_residence,city_of_residence,self_made,wealth_status,industries,region_gdp,industry_gdp
2017,3,James Leprino,79,Male,United States,United States,Indian Hills,FALSE,Increased,Food & Beverage,19.5,0.6174
2017,3,"Henry Nicholas, III.",57,Male,United States,United States,Newport Coast,TRUE,Increased,Technology,19.5,1.01
2017,3,James Packer,49,Male,Australia,United States,Aspen,FALSE,Decreased,Diversified,19.5,NA
2017,3,Robert Pera,39,Male,United States,United States,San Jose,TRUE,Increased,Technology,19.5,1.01
2017,3,Haim Saban,72,Male,United States,United States,Beverly Hills,TRUE,Decreased,Media & Entertainment,19.5,0.21380000000000002
2017,3,Howard Schultz,63,Male,United States,United States,Seattle,TRUE,Increased,Food & Beverage,19.5,0.6174
2017,3,Romesh T. Wadhwani,69,Male,United States,United States,Palo Alto,TRUE,Increased,Technology,19.5,1.01
2017,3,Oprah Winfrey,63,Female,United States,United States,Montecito,TRUE,Remained Even,Media & Entertainment,19.5,0.21380000000000002
2017,2.9,Lee Bass,60,Male,United States,United States,Fort Worth,FALSE,Increased,Energy,19.5,NA
2017,2.9,"Edward DeBartolo, Jr.",70,Male,United States,United States,Tampa,FALSE,Decreased,Real Estate,19.5,2.525
2017,2.9,Tilman Fertitta,59,Male,United States,United States,Houston,TRUE,Decreased,Food & Beverage,19.5,0.6174
2017,2.9,Kieu Hoang,72,Male,United States,United States,Westlake Village,TRUE,Decreased,Health care,19.5,1.4713
2017,2.9,Min Kao & family,68,Male,United States,United States,Leawood,TRUE,Increased,Technology,19.5,1.01
2017,2.9,Douglas Leone,59,Male,United States,United States,Atherton,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.9,Daniel Loeb,55,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.9,Mark Shoen,66,Male,United States,United States,Phoenix,FALSE,Decreased,Automotive,19.5,NA
2017,2.9,Anita Zucker,65,Female,United States,United States,Charleston,FALSE,Increased,Manufacturing,19.5,2.1096999999999997
2017,2.9,Mortimer Zuckerman,79,Male,United States,United States,New York,TRUE,Increased,Real Estate,19.5,2.525
2017,2.8,Sid Bass,74,Male,United States,United States,Fort Worth,FALSE,Increased,Energy,19.5,NA
2017,2.8,Jim Breyer,55,Male,United States,United States,Woodside,TRUE,Increased,Technology,19.5,1.01
2017,2.8,Do Won & Jin Sook Chang,61,NA,United States,United States,Beverly Hills,TRUE,Decreased,Fashion & Retail,19.5,1.1789
2017,2.8,Charles Cohen,65,Male,United States,United States,New York,FALSE,NA,Real Estate,19.5,2.525
2017,2.8,Barry Diller,75,Male,United States,United States,New York,TRUE,Increased,Media & Entertainment,19.5,0.21380000000000002
2017,2.8,B. Wayne Hughes,83,Male,United States,United States,Lexington,TRUE,Increased,Service,19.5,NA
2017,2.8,John Middleton,62,Male,United States,United States,Bryn Mawr,FALSE,Increased,Food & Beverage,19.5,0.6174
2017,2.8,Jorge Perez,67,Male,United States,United States,Miami,TRUE,Decreased,Real Estate,19.5,2.525
2017,2.8,Herbert Simon,82,Male,United States,United States,Indianapolis,TRUE,Remained Even,Real Estate,19.5,2.525
2017,2.8,Pat Stryker,60,Female,United States,United States,Fort Collins,FALSE,Increased,Health care,19.5,1.4713
2017,2.8,"William Wrigley, Jr.",53,Male,United States,United States,North Palm Beach,FALSE,Increased,Food & Beverage,19.5,0.6174
2017,2.7,John Brown,82,Male,United States,United States,Portage,TRUE,Increased,Health care,19.5,1.4713
2017,2.7,Ray Davis,75,Male,United States,United States,Dallas,TRUE,Increased,Energy,19.5,NA
2017,2.7,Joshua Harris,52,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.7,Jen-Hsun Huang,54,Male,United States,United States,Los Altos,TRUE,NA,Technology,19.5,1.01
2017,2.7,H. Wayne Huizenga,79,Male,United States,United States,Fort Lauderdale,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.7,Johnelle Hunt,85,Female,United States,United States,Fayetteville,TRUE,Increased,Logistics,19.5,0.6355
2017,2.7,David Murdock,93,Male,United States,United States,Ventura,TRUE,Remained Even,Food & Beverage,19.5,0.6174
2017,2.7,Marc Rowan,54,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.7,Paul Singer,72,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.7,Peter Thiel,49,Male,United States,United States,San Francisco,TRUE,Remained Even,Finance & Investments,19.5,1.508
2017,2.6,Tom Benson & family,89,Male,United States,United States,New Orleans,TRUE,Increased,Sports,19.5,NA
2017,2.6,Robert Duggan,72,Male,United States,United States,Clearwater,TRUE,Decreased,Health care,19.5,1.4713
2017,2.6,Doris Fisher,85,Female,United States,United States,San Francisco,TRUE,Remained Even,Fashion & Retail,19.5,1.1789
2017,2.6,Bill Haslam,58,Male,United States,United States,Knoxville,FALSE,Increased,Fashion & Retail,19.5,1.1789
2017,2.6,"Stephen Mandel, Jr.",61,Male,United States,United States,Greenwich,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.6,Sean Parker,37,Male,United States,United States,Los Angeles,TRUE,Increased,Technology,19.5,1.01
2017,2.5,John Arrillaga,79,Male,United States,United States,Portola Valley,TRUE,Increased,Real Estate,19.5,2.525
2017,2.5,George Bishop,79,Male,United States,United States,The Woodlands,TRUE,Increased,Energy,19.5,NA
2017,2.5,David Bonderman,74,Male,United States,United States,Fort Worth,TRUE,Remained Even,Finance & Investments,19.5,1.508
2017,2.5,Peter Buck,86,Male,United States,United States,Danbury,TRUE,Decreased,Food & Beverage,19.5,0.6174
2017,2.5,"William Conway, Jr.",67,Male,United States,United States,McLean,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.5,Daniel D'Aniello,70,Male,United States,United States,Vienna,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.5,Jim Davis,57,Male,United States,United States,Cockeysville,TRUE,Increased,Service,19.5,NA
2017,2.5,Kenneth Feld & family,68,Male,United States,United States,Tampa,FALSE,Increased,Media & Entertainment,19.5,0.21380000000000002
2017,2.5,Bill Gross,72,Male,United States,United States,Laguna Beach,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.5,Don Hankey,73,Male,United States,United States,Malibu,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.5,John Henry,67,Male,United States,United States,Boca Raton,TRUE,Increased,Sports,19.5,NA
2017,2.5,James Irsay,57,Male,United States,United States,Carmel,FALSE,Increased,Sports,19.5,NA
2017,2.5,Adam Neumann,37,Male,Israel,United States,New York,TRUE,Increased,Real Estate,19.5,2.525
2017,2.5,Bob Parsons,66,Male,United States,United States,Scottsdale,TRUE,Increased,Technology,19.5,1.01
2017,2.5,Jay Paul,69,Male,United States,United States,San Francisco,TRUE,Increased,Real Estate,19.5,2.525
2017,2.5,Richard Peery,78,Male,United States,United States,Palo Alto,TRUE,Increased,Real Estate,19.5,2.525
2017,2.5,Jean (Gigi) Pritzker,54,Female,United States,United States,Chicago,FALSE,Increased,Service,19.5,NA
2017,2.5,Penny Pritzker,57,Female,United States,United States,Chicago,FALSE,Increased,Finance & Investments,19.5,1.508
2017,0.6,"Wilbur Ross, Jr.",79,Male,United States,United States,Palm Beach,TRUE,Decreased,Finance & Investments,19.5,1.508
2017,2.5,David Rubenstein,67,Male,United States,United States,Bethesda,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.5,Phillip Ruffin,81,Male,United States,United States,Las Vegas,TRUE,Increased,Diversified,19.5,NA
2017,2.5,Patrick Ryan,79,Male,United States,United States,Winnetka,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.5,E. Joe Shoen,67,Male,United States,United States,Phoenix,FALSE,Increased,Automotive,19.5,NA
2017,2.5,Thomas Siebel,64,Male,United States,United States,Woodside,TRUE,Increased,Technology,19.5,1.01
2017,2.5,Robert Smith,54,Male,United States,United States,Austin,TRUE,Remained Even,Finance & Investments,19.5,1.508
2017,2.5,Warren Stephens,60,Male,United States,United States,Little Rock,FALSE,Increased,Finance & Investments,19.5,1.508
2017,2.5,Jon Stryker,58,Male,United States,United States,New York,FALSE,Increased,Health care,19.5,1.4713
2017,2.5,Mark Walter,56,Male,United States,United States,Chicago,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.5,Ty Warner,72,Male,United States,United States,Oak Brook,TRUE,Increased,Real Estate,19.5,2.525
2017,2.5,Steve Wynn,75,Male,United States,United States,Las Vegas,TRUE,Increased,Gambling & Casinos,19.5,NA
2017,2.4,Judy Faulkner,73,Female,United States,United States,Madison,TRUE,Remained Even,Health care,19.5,1.4713
2017,2.4,C. Dean Metropoulos,70,Male,United States,United States,Palm Beach,TRUE,Remained Even,Food & Beverage,19.5,0.6174
2017,2.4,John Pritzker,64,Male,United States,United States,San Francisco,FALSE,Increased,Finance & Investments,19.5,1.508
2017,2.4,"Julio Mario Santo Domingo, III.",31,Male,United States,United States,New York,FALSE,Remained Even,Food & Beverage,19.5,0.6174
2017,2.4,Thomas Secunda,62,Male,United States,United States,Croton-on-Hudson,TRUE,Increased,Media & Entertainment,19.5,0.21380000000000002
2017,2.4,Alexander Spanos & family,93,Male,United States,United States,Stockton,TRUE,Increased,Sports,19.5,NA
2017,2.4,Denise York,66,Female,United States,United States,Youngstown,FALSE,Increased,Sports,19.5,NA
2017,2.3,Nick Caporella,81,Male,United States,United States,Plantation,TRUE,NA,Food & Beverage,19.5,0.6174
2017,2.3,Scott Cook,64,Male,United States,United States,Woodside,TRUE,Increased,Technology,19.5,1.01
2017,2.3,Gerald Ford,72,Male,United States,United States,Dallas,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.3,Noam Gottesman,55,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.3,Stanley Hubbard,83,Male,United States,United States,St. Paul,FALSE,Increased,Media & Entertainment,19.5,0.21380000000000002
2017,2.3,Jeff Rothschild,62,Male,United States,United States,Palo Alto,TRUE,Increased,Technology,19.5,1.01
2017,2.3,Michael Rubin,44,Male,United States,United States,Bryn Mawr,TRUE,Remained Even,Fashion & Retail,19.5,1.1789
2017,2.3,Ted Turner,78,Male,United States,United States,Atlanta,TRUE,Increased,Media & Entertainment,19.5,0.21380000000000002
2017,2.3,Meg Whitman,60,Female,United States,United States,Atherton,TRUE,Increased,Technology,19.5,1.01
2017,2.3,Jerry Yang,48,Male,United States,United States,Los Altos Hills,TRUE,Increased,Technology,19.5,1.01
2017,2.2,George Argyros & family,80,Male,United States,United States,Newport Beach,TRUE,Increased,Real Estate,19.5,2.525
2017,2.2,Ron Baron,73,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.2,John Fisher,55,Male,United States,United States,San Francisco,FALSE,Remained Even,Fashion & Retail,19.5,1.1789
2017,2.2,Joseph Grendys,55,Male,United States,United States,Chicago,TRUE,Increased,Food & Beverage,19.5,0.6174
2017,2.2,Brad Kelley,60,Male,United States,United States,Franklin,TRUE,Remained Even,Real Estate,19.5,2.525
2017,2.2,Thomas Lee,72,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.2,Jeffrey Lorberbaum,62,Male,United States,United States,Chattanooga,FALSE,Increased,Manufacturing,19.5,2.1096999999999997
2017,2.2,Joe Mansueto,60,Male,United States,United States,Chicago,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.2,Daniel Pritzker,57,Male,United States,United States,Marin County,FALSE,Increased,Service,19.5,NA
2017,2.2,Stewart Rahr,71,Male,United States,United States,New York,FALSE,Increased,Health care,19.5,1.4713
2017,2.2,Dan Snyder,52,Male,United States,United States,Potomac,TRUE,Increased,Sports,19.5,NA
2017,2.1,S. Daniel Abraham,92,Male,United States,United States,Palm Beach,TRUE,Remained Even,Food & Beverage,19.5,0.6174
2017,2.1,Todd Christopher,54,Male,United States,United States,Clearwater,TRUE,NA,Fashion & Retail,19.5,1.1789
2017,2.1,James Coulter,57,Male,United States,United States,San Francisco,TRUE,Remained Even,Finance & Investments,19.5,1.508
2017,2.1,Rakesh Gangwal,63,Male,United States,United States,Miami,TRUE,Increased,Service,19.5,NA
2017,2.1,Gordon Getty,83,Male,United States,United States,San Francisco,FALSE,Remained Even,Energy,19.5,NA
2017,2.1,Alec Gores,63,Male,United States,United States,Beverly Hills,TRUE,Remained Even,Finance & Investments,19.5,1.508
2017,2.1,Edward Lampert,54,Male,United States,United States,Miami Beach,TRUE,Decreased,Finance & Investments,19.5,1.508
2017,2.1,Arturo Moreno,70,Male,United States,United States,Phoenix,TRUE,Increased,Sports,19.5,NA
2017,2.1,Peter Peterson,90,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.1,Mark Stevens,57,Male,United States,United States,Atherton,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2.1,William Young,76,Male,United States,United States,Ypsilanti,TRUE,Increased,Manufacturing,19.5,2.1096999999999997
2017,2,James Clark,72,Male,United States,United States,Palm Beach,TRUE,Increased,Technology,19.5,1.01
2017,2,Glenn Dubin,59,Male,United States,United States,New York,TRUE,Remained Even,Finance & Investments,19.5,1.508
2017,2,"Frank Fertitta, III.",55,Male,United States,United States,Las Vegas,FALSE,Increased,Sports,19.5,NA
2017,2,Lorenzo Fertitta,48,Male,United States,United States,Las Vegas,FALSE,Increased,Sports,19.5,NA
2017,2,James France,72,Male,United States,United States,Daytona Beach,FALSE,Remained Even,Sports,19.5,NA
2017,2,W. Herbert Hunt,88,Male,United States,United States,Dallas,FALSE,Increased,Energy,19.5,NA
2017,2,Bruce Karsh,61,Male,United States,United States,Los Angeles,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2,Osman Kibar,45,Male,United States,United States,La Jolla,TRUE,NA,Health care,19.5,1.4713
2017,2,Howard Marks,70,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2,Jonathan Nelson,60,Male,United States,United States,Providence,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2,Kevin Plank,44,Male,United States,United States,Lutherville-Timonium,TRUE,Decreased,Fashion & Retail,19.5,1.1789
2017,2,Phillip T. (Terry) Ragon,67,Male,United States,United States,Boston,TRUE,Increased,Technology,19.5,1.01
2017,2,Larry Robbins,47,Male,United States,United States,Alpine,TRUE,Remained Even,Finance & Investments,19.5,1.508
2017,2,Kavitark Ram Shriram,60,Male,United States,United States,Menlo Park,TRUE,Increased,Technology,19.5,1.01
2017,2,Charles Simonyi,68,Male,United States,United States,Medina,TRUE,Increased,Technology,19.5,1.01
2017,2,Eric Smidt,57,Male,United States,United States,Beverly Hills,TRUE,NA,Fashion & Retail,19.5,1.1789
2017,2,John Tyson,63,Male,United States,United States,Springdale,FALSE,Increased,Food & Beverage,19.5,0.6174
2017,2,Vincent Viola,61,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,19.5,1.508
2017,2,David Walentas,78,Male,United States,United States,New York,TRUE,Remained Even,Real Estate,19.5,2.525
2017,2,Ronald Wanek,75,Male,United States,United States,Saint Petersburg,TRUE,Increased,Manufacturing,19.5,2.1096999999999997
2017,1.9,Leslie Alexander,73,Male,United States,United States,Houston,TRUE,Increased,Sports,19.5,NA
2017,1.9,Christopher Cline,58,Male,United States,United States,North Palm Beach,TRUE,Increased,Energy,19.5,NA
2017,1.9,"Chase Coleman, III.",41,Male,United States,United States,New York,TRUE,Decreased,Finance & Investments,19.5,1.508
2017,1.9,Alexandra Daitch,54,Female,United States,United States,Old Lyme,FALSE,Increased,Food & Beverage,19.5,0.6174
2017,1.9,Thomas Hagen,81,Male,United States,United States,Erie,FALSE,NA,Finance & Investments,19.5,1.508
2017,1.9,Eric Lefkofsky,47,Male,United States,United States,Glencoe,TRUE,Increased,Technology,19.5,1.01
2017,1.9,Sarah MacMillan,63,Female,United States,United States,Los Angeles,FALSE,Increased,Food & Beverage,19.5,0.6174
2017,1.9,"Drayton McLane, Jr.",80,Male,United States,United States,Temple,FALSE,Remained Even,Fashion & Retail,19.5,1.1789
2017,1.9,David Nahmad,69,Male,Monaco,United States,New York,TRUE,Remained Even,Fashion & Retail,19.5,1.1789
2017,1.9,Lucy Stitzer,57,Female,United States,United States,Greenwich,FALSE,Increased,Food & Beverage,19.5,0.6174
2017,1.9,Katherine Tanner,61,Female,United States,United States,Marathon,FALSE,Increased,Food & Beverage,19.5,0.6174
2017,1.9,Glen Taylor,75,Male,United States,United States,Mankato,TRUE,Increased,Service,19.5,NA
2017,1.9,Charles Zegar,69,Male,United States,United States,New York,TRUE,Increased,Media & Entertainment,19.5,0.21380000000000002
2017,1.8,Louis Bacon,60,Male,United States,United States,Oyster Bay,TRUE,Decreased,Finance & Investments,19.5,1.508
2017,1.8,Nicolas Berggruen,55,Male,United States,United States,Beverly Hills,FALSE,Increased,Finance & Investments,19.5,1.508
2017,1.8,James Dinan,57,Male,United States,United States,New York,TRUE,Decreased,Finance & Investments,19.5,1.508
2017,1.8,David Gottesman,90,Male,United States,United States,Rye,TRUE,Increased,Finance & Investments,19.5,1.508
2017,1.8,Jonathan Gray,47,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,19.5,1.508
2017,1.8,Reed Hastings,56,Male,United States,United States,Santa Cruz,TRUE,Increased,Media & Entertainment,19.5,0.21380000000000002
2017,1.8,Catherine Lozick,72,Female,United States,United States,Naples,FALSE,Increased,Manufacturing,19.5,2.1096999999999997
